ID Client,Date Passage,Etablissement,Designation,Quantite,Type Forfait
1101,2023-12-01,Arkose Lyon,1 séance plein tarif,2,Unité
1101,2023-11-07,Arkose Paris,Abonnement mensuel,1,Abonnement
1101,2023-10-30,Arkose Paris,Abonnement mensuel,1,Abonnement
1101,2023-09-09,Arkose Paris,Abonnement mensuel,3,Abonnement
1101,2023-10-31,Arkose Paris,Pack 10 séances,1,Pack
1102,2023-12-05,Arkose Bordeaux,1 séance plein tarif,2,Unité
1102,2023-10-26,Arkose Paris,1 séance plein tarif,1,Unité
1102,2023-04-08,Arkose Paris,Pack 10 séances,2,Pack
1102,2023-04-30,Arkose Paris,1 séance plein tarif,1,Unité
1102,2023-05-09,Arkose Paris,Pack 10 séances,1,Pack
1102,2023-06-06,Arkose Bordeaux,Pack 10 séances,3,Pack
1102,2023-06-08,Arkose Paris,Abonnement mensuel,1,Abonnement
1102,2023-07-02,Arkose Lyon,Abonnement mensuel,3,Abonnement
1102,2023-12-08,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1103,2023-12-07,Arkose Lyon,Abonnement mensuel,1,Abonnement
1103,2023-12-09,Arkose Bordeaux,1 séance plein tarif,1,Unité
1103,2023-12-18,Arkose Paris,1 séance plein tarif,1,Unité
1103,2023-11-16,Arkose Paris,1 séance plein tarif,2,Unité
1103,2023-10-07,Arkose Paris,Abonnement mensuel,1,Abonnement
1103,2023-09-06,Arkose Paris,Abonnement mensuel,1,Abonnement
1103,2023-10-05,Arkose Bordeaux,1 séance plein tarif,1,Unité
1103,2023-09-27,Arkose Paris,Pack 10 séances,3,Pack
1104,2023-11-17,Arkose Lyon,Pack 10 séances,1,Pack
1104,2023-10-24,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1104,2023-10-26,Arkose Lyon,Abonnement mensuel,2,Abonnement
1104,2023-09-20,Arkose Lyon,1 séance plein tarif,1,Unité
1104,2023-10-05,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1104,2023-10-30,Arkose Paris,Pack 10 séances,1,Pack
1104,2023-11-07,Arkose Paris,Pack 10 séances,1,Pack
1104,2023-11-04,Arkose Lyon,Pack 10 séances,1,Pack
1104,2023-12-03,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1104,2023-10-17,Arkose Lyon,Abonnement mensuel,3,Abonnement
1104,2023-11-09,Arkose Paris,1 séance plein tarif,1,Unité
1104,2023-11-05,Arkose Paris,Abonnement mensuel,1,Abonnement
1104,2023-11-11,Arkose Paris,Pack 10 séances,1,Pack
1104,2023-09-23,Arkose Lyon,Abonnement mensuel,1,Abonnement
1105,2023-10-15,Arkose Bordeaux,Pack 10 séances,1,Pack
1105,2023-12-25,Arkose Paris,Abonnement mensuel,1,Abonnement
1105,2023-12-20,Arkose Paris,Pack 10 séances,1,Pack
1105,2023-12-27,Arkose Lyon,Abonnement mensuel,1,Abonnement
1105,2023-12-18,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1105,2023-09-07,Arkose Paris,Abonnement mensuel,1,Abonnement
1105,2023-11-05,Arkose Lyon,Pack 10 séances,1,Pack
1105,2023-12-28,Arkose Paris,Abonnement mensuel,1,Abonnement
1105,2023-09-10,Arkose Bordeaux,Pack 10 séances,2,Pack
1105,2023-12-20,Arkose Paris,Abonnement mensuel,1,Abonnement
1105,2023-10-31,Arkose Bordeaux,Pack 10 séances,1,Pack
1105,2023-12-14,Arkose Paris,Pack 10 séances,3,Pack
1106,2023-12-16,Arkose Bordeaux,1 séance plein tarif,1,Unité
1106,2023-11-27,Arkose Paris,Pack 10 séances,1,Pack
1106,2023-09-12,Arkose Paris,Abonnement mensuel,1,Abonnement
1106,2023-10-14,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1106,2023-12-05,Arkose Lyon,Pack 10 séances,1,Pack
1106,2023-12-25,Arkose Lyon,Pack 10 séances,3,Pack
1106,2023-11-18,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1106,2023-09-21,Arkose Lyon,Pack 10 séances,1,Pack
1106,2023-10-20,Arkose Paris,Abonnement mensuel,2,Abonnement
1106,2023-11-24,Arkose Lyon,1 séance plein tarif,1,Unité
1106,2023-10-25,Arkose Paris,1 séance plein tarif,1,Unité
1106,2023-09-16,Arkose Paris,1 séance plein tarif,1,Unité
1107,2022-05-04,Arkose Paris,1 séance plein tarif,1,Unité
1107,2022-12-22,Arkose Paris,Abonnement mensuel,1,Abonnement
1107,2022-11-27,Arkose Lyon,Abonnement mensuel,1,Abonnement
1107,2022-11-12,Arkose Lyon,1 séance plein tarif,3,Unité
1108,2023-04-26,Arkose Lyon,1 séance plein tarif,1,Unité
1108,2023-04-07,Arkose Lyon,Abonnement mensuel,3,Abonnement
1108,2023-03-29,Arkose Paris,1 séance plein tarif,1,Unité
1108,2023-04-21,Arkose Bordeaux,1 séance plein tarif,1,Unité
1108,2023-04-29,Arkose Paris,1 séance plein tarif,2,Unité
1108,2023-09-30,Arkose Paris,Abonnement mensuel,1,Abonnement
1109,2023-04-11,Arkose Paris,Abonnement mensuel,2,Abonnement
1109,2023-07-13,Arkose Paris,Abonnement mensuel,1,Abonnement
1109,2023-04-19,Arkose Bordeaux,Pack 10 séances,1,Pack
1109,2023-04-05,Arkose Lyon,Abonnement mensuel,1,Abonnement
1109,2023-08-11,Arkose Paris,1 séance plein tarif,1,Unité
1110,2023-11-03,Arkose Paris,1 séance plein tarif,1,Unité
1110,2023-11-04,Arkose Lyon,Pack 10 séances,2,Pack
1110,2023-10-31,Arkose Paris,Pack 10 séances,1,Pack
1110,2023-12-21,Arkose Paris,Abonnement mensuel,1,Abonnement
1110,2023-10-13,Arkose Paris,1 séance plein tarif,3,Unité
1110,2023-10-14,Arkose Paris,Abonnement mensuel,1,Abonnement
1110,2023-09-23,Arkose Paris,Abonnement mensuel,2,Abonnement
1110,2023-09-15,Arkose Bordeaux,1 séance plein tarif,2,Unité
1110,2023-12-18,Arkose Paris,Pack 10 séances,1,Pack
1110,2023-09-18,Arkose Paris,Abonnement mensuel,3,Abonnement
1110,2023-12-04,Arkose Paris,Abonnement mensuel,1,Abonnement
1111,2023-12-03,Arkose Paris,Pack 10 séances,1,Pack
1111,2023-05-26,Arkose Paris,Abonnement mensuel,1,Abonnement
1111,2023-05-16,Arkose Paris,Pack 10 séances,2,Pack
1111,2023-08-07,Arkose Lyon,1 séance plein tarif,1,Unité
1111,2023-08-29,Arkose Lyon,Abonnement mensuel,1,Abonnement
1112,2022-03-24,Arkose Paris,1 séance plein tarif,3,Unité
1113,2023-07-23,Arkose Lyon,1 séance plein tarif,1,Unité
1113,2023-07-05,Arkose Lyon,Pack 10 séances,1,Pack
1113,2023-06-22,Arkose Paris,Pack 10 séances,2,Pack
1113,2023-03-06,Arkose Paris,Pack 10 séances,1,Pack
1114,2023-12-29,Arkose Lyon,Pack 10 séances,1,Pack
1114,2023-10-13,Arkose Bordeaux,1 séance plein tarif,1,Unité
1114,2023-10-02,Arkose Lyon,1 séance plein tarif,1,Unité
1114,2023-12-29,Arkose Paris,Abonnement mensuel,3,Abonnement
1114,2023-11-20,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1114,2023-12-06,Arkose Lyon,Pack 10 séances,1,Pack
1114,2023-11-03,Arkose Paris,Abonnement mensuel,1,Abonnement
1114,2023-09-28,Arkose Paris,Pack 10 séances,1,Pack
1114,2023-10-17,Arkose Lyon,Pack 10 séances,1,Pack
1114,2023-09-06,Arkose Paris,Pack 10 séances,2,Pack
1114,2023-09-17,Arkose Paris,1 séance plein tarif,1,Unité
1114,2023-10-05,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1115,2023-09-26,Arkose Bordeaux,Pack 10 séances,2,Pack
1115,2023-11-12,Arkose Lyon,Abonnement mensuel,1,Abonnement
1115,2023-12-02,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1115,2023-09-23,Arkose Lyon,Pack 10 séances,1,Pack
1115,2023-12-23,Arkose Lyon,1 séance plein tarif,1,Unité
1115,2023-11-29,Arkose Bordeaux,Pack 10 séances,1,Pack
1115,2023-11-27,Arkose Bordeaux,Pack 10 séances,2,Pack
1115,2023-11-02,Arkose Bordeaux,1 séance plein tarif,1,Unité
1116,2023-03-14,Arkose Paris,Abonnement mensuel,1,Abonnement
1116,2023-06-29,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1116,2023-05-16,Arkose Paris,Pack 10 séances,1,Pack
1116,2023-10-07,Arkose Lyon,Abonnement mensuel,1,Abonnement
1116,2023-11-19,Arkose Bordeaux,Pack 10 séances,1,Pack
1117,2023-09-08,Arkose Lyon,Abonnement mensuel,1,Abonnement
1117,2023-11-20,Arkose Paris,Pack 10 séances,1,Pack
1117,2023-10-11,Arkose Paris,Abonnement mensuel,2,Abonnement
1117,2023-12-20,Arkose Bordeaux,Pack 10 séances,1,Pack
1117,2023-10-24,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1117,2023-10-25,Arkose Paris,Abonnement mensuel,1,Abonnement
1117,2023-10-10,Arkose Paris,Abonnement mensuel,2,Abonnement
1117,2023-11-09,Arkose Paris,Pack 10 séances,2,Pack
1117,2023-09-25,Arkose Bordeaux,Pack 10 séances,1,Pack
1117,2023-11-10,Arkose Paris,Pack 10 séances,1,Pack
1118,2023-09-12,Arkose Paris,Pack 10 séances,1,Pack
1118,2023-06-12,Arkose Lyon,Abonnement mensuel,2,Abonnement
1118,2023-05-04,Arkose Paris,Pack 10 séances,1,Pack
1118,2023-08-14,Arkose Lyon,1 séance plein tarif,1,Unité
1118,2023-09-13,Arkose Lyon,1 séance plein tarif,1,Unité
1118,2023-06-16,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1118,2023-03-09,Arkose Paris,1 séance plein tarif,1,Unité
1118,2023-05-07,Arkose Paris,Pack 10 séances,1,Pack
1119,2023-11-21,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1119,2023-10-30,Arkose Paris,Pack 10 séances,1,Pack
1119,2023-10-02,Arkose Bordeaux,1 séance plein tarif,1,Unité
1119,2023-09-06,Arkose Bordeaux,Abonnement mensuel,3,Abonnement
1119,2023-10-26,Arkose Paris,Pack 10 séances,1,Pack
1119,2023-11-20,Arkose Bordeaux,Pack 10 séances,2,Pack
1119,2023-10-14,Arkose Paris,1 séance plein tarif,2,Unité
1119,2023-11-06,Arkose Bordeaux,Pack 10 séances,3,Pack
1119,2023-12-26,Arkose Paris,Pack 10 séances,3,Pack
1120,2023-09-10,Arkose Lyon,1 séance plein tarif,1,Unité
1120,2023-11-09,Arkose Paris,Abonnement mensuel,1,Abonnement
1120,2023-11-28,Arkose Lyon,1 séance plein tarif,1,Unité
1120,2023-12-03,Arkose Bordeaux,1 séance plein tarif,1,Unité
1120,2023-10-05,Arkose Paris,Abonnement mensuel,1,Abonnement
1120,2023-10-30,Arkose Paris,Abonnement mensuel,1,Abonnement
1120,2023-10-05,Arkose Bordeaux,Pack 10 séances,3,Pack
1120,2023-11-22,Arkose Paris,Abonnement mensuel,1,Abonnement
1120,2023-11-13,Arkose Paris,Abonnement mensuel,1,Abonnement
1120,2023-11-10,Arkose Lyon,Abonnement mensuel,1,Abonnement
1120,2023-09-06,Arkose Paris,Pack 10 séances,1,Pack
1120,2023-10-21,Arkose Paris,Abonnement mensuel,1,Abonnement
1120,2023-11-27,Arkose Lyon,Abonnement mensuel,1,Abonnement
1120,2023-10-16,Arkose Paris,Abonnement mensuel,2,Abonnement
1121,2023-06-29,Arkose Paris,Pack 10 séances,1,Pack
1121,2023-11-24,Arkose Lyon,Abonnement mensuel,1,Abonnement
1121,2023-10-28,Arkose Lyon,1 séance plein tarif,2,Unité
1121,2023-07-05,Arkose Paris,Pack 10 séances,1,Pack
1121,2023-10-07,Arkose Paris,Abonnement mensuel,1,Abonnement
1121,2023-08-03,Arkose Paris,Pack 10 séances,1,Pack
1122,2023-11-30,Arkose Paris,1 séance plein tarif,1,Unité
1123,2023-12-12,Arkose Paris,Abonnement mensuel,1,Abonnement
1123,2023-09-07,Arkose Paris,Pack 10 séances,1,Pack
1123,2023-11-09,Arkose Paris,Abonnement mensuel,1,Abonnement
1123,2023-11-25,Arkose Paris,Pack 10 séances,1,Pack
1123,2023-12-22,Arkose Bordeaux,Pack 10 séances,1,Pack
1123,2023-10-01,Arkose Paris,Abonnement mensuel,3,Abonnement
1123,2023-11-21,Arkose Lyon,Pack 10 séances,1,Pack
1123,2023-12-17,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1123,2023-11-12,Arkose Lyon,Pack 10 séances,1,Pack
1123,2023-12-01,Arkose Bordeaux,1 séance plein tarif,1,Unité
1123,2023-11-04,Arkose Paris,Pack 10 séances,1,Pack
1123,2023-12-04,Arkose Paris,Abonnement mensuel,2,Abonnement
1123,2023-12-04,Arkose Paris,Abonnement mensuel,1,Abonnement
1124,2023-10-27,Arkose Paris,1 séance plein tarif,1,Unité
1124,2023-07-07,Arkose Paris,Abonnement mensuel,1,Abonnement
1124,2023-06-21,Arkose Bordeaux,Pack 10 séances,3,Pack
1124,2023-12-18,Arkose Lyon,1 séance plein tarif,3,Unité
1124,2023-09-11,Arkose Lyon,Abonnement mensuel,3,Abonnement
1124,2023-09-14,Arkose Paris,Pack 10 séances,3,Pack
1125,2022-03-07,Arkose Lyon,Pack 10 séances,1,Pack
1125,2023-07-15,Arkose Lyon,Pack 10 séances,1,Pack
1125,2023-06-26,Arkose Paris,Pack 10 séances,1,Pack
1125,2022-10-15,Arkose Paris,Abonnement mensuel,1,Abonnement
1126,2023-05-15,Arkose Lyon,Pack 10 séances,1,Pack
1127,2023-02-13,Arkose Bordeaux,Pack 10 séances,3,Pack
1127,2022-09-02,Arkose Paris,Abonnement mensuel,1,Abonnement
1127,2023-09-06,Arkose Lyon,Abonnement mensuel,1,Abonnement
1127,2022-12-28,Arkose Paris,1 séance plein tarif,1,Unité
1128,2023-08-08,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1128,2023-11-18,Arkose Paris,Abonnement mensuel,1,Abonnement
1128,2023-06-02,Arkose Paris,1 séance plein tarif,1,Unité
1128,2023-05-27,Arkose Paris,Pack 10 séances,2,Pack
1128,2023-07-06,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1128,2023-09-26,Arkose Lyon,Pack 10 séances,1,Pack
1129,2023-08-05,Arkose Paris,Pack 10 séances,1,Pack
1129,2023-11-17,Arkose Paris,Pack 10 séances,1,Pack
1129,2023-03-26,Arkose Bordeaux,1 séance plein tarif,1,Unité
1129,2023-08-04,Arkose Paris,Pack 10 séances,2,Pack
1129,2023-07-28,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1129,2023-09-21,Arkose Lyon,Pack 10 séances,1,Pack
1129,2023-07-18,Arkose Paris,Pack 10 séances,1,Pack
1130,2023-08-18,Arkose Lyon,Pack 10 séances,1,Pack
1130,2023-03-12,Arkose Lyon,Pack 10 séances,1,Pack
1130,2023-09-23,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1130,2023-12-08,Arkose Paris,Pack 10 séances,3,Pack
1130,2023-11-25,Arkose Paris,Abonnement mensuel,1,Abonnement
1130,2023-04-18,Arkose Paris,Pack 10 séances,1,Pack
1131,2023-05-10,Arkose Paris,Pack 10 séances,1,Pack
1131,2023-08-29,Arkose Lyon,1 séance plein tarif,1,Unité
1131,2023-06-05,Arkose Lyon,Abonnement mensuel,1,Abonnement
1131,2023-11-21,Arkose Paris,Abonnement mensuel,1,Abonnement
1132,2023-10-05,Arkose Lyon,Pack 10 séances,1,Pack
1132,2023-09-28,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1132,2023-12-23,Arkose Lyon,Abonnement mensuel,1,Abonnement
1132,2023-09-08,Arkose Paris,Pack 10 séances,1,Pack
1132,2023-11-23,Arkose Lyon,1 séance plein tarif,3,Unité
1132,2023-12-17,Arkose Paris,Pack 10 séances,2,Pack
1132,2023-12-28,Arkose Lyon,Pack 10 séances,1,Pack
1132,2023-12-20,Arkose Paris,Pack 10 séances,1,Pack
1132,2023-09-19,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1133,2023-04-10,Arkose Paris,Abonnement mensuel,2,Abonnement
1134,2023-11-26,Arkose Paris,1 séance plein tarif,2,Unité
1134,2023-08-25,Arkose Lyon,1 séance plein tarif,1,Unité
1134,2023-08-04,Arkose Paris,Abonnement mensuel,2,Abonnement
1134,2023-05-24,Arkose Lyon,1 séance plein tarif,1,Unité
1134,2023-06-07,Arkose Paris,1 séance plein tarif,1,Unité
1134,2023-05-27,Arkose Paris,Pack 10 séances,1,Pack
1134,2023-10-12,Arkose Paris,Abonnement mensuel,1,Abonnement
1135,2023-10-11,Arkose Lyon,1 séance plein tarif,2,Unité
1135,2023-09-19,Arkose Paris,1 séance plein tarif,2,Unité
1135,2023-11-08,Arkose Paris,Pack 10 séances,1,Pack
1135,2023-12-03,Arkose Paris,Abonnement mensuel,1,Abonnement
1135,2023-09-20,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1135,2023-10-11,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1135,2023-12-06,Arkose Lyon,Abonnement mensuel,3,Abonnement
1135,2023-12-15,Arkose Bordeaux,Pack 10 séances,1,Pack
1135,2023-10-13,Arkose Lyon,Abonnement mensuel,1,Abonnement
1135,2023-09-26,Arkose Paris,Abonnement mensuel,1,Abonnement
1135,2023-11-12,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1136,2023-07-07,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1136,2022-04-21,Arkose Lyon,Pack 10 séances,1,Pack
1136,2023-11-28,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1136,2023-03-25,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1137,2023-10-19,Arkose Lyon,Pack 10 séances,1,Pack
1137,2023-11-26,Arkose Lyon,Pack 10 séances,1,Pack
1137,2023-12-28,Arkose Bordeaux,1 séance plein tarif,3,Unité
1137,2023-09-25,Arkose Bordeaux,Pack 10 séances,1,Pack
1137,2023-12-02,Arkose Paris,Abonnement mensuel,1,Abonnement
1137,2023-10-12,Arkose Paris,1 séance plein tarif,1,Unité
1137,2023-10-24,Arkose Paris,1 séance plein tarif,1,Unité
1137,2023-10-15,Arkose Paris,1 séance plein tarif,1,Unité
1137,2023-10-06,Arkose Bordeaux,Pack 10 séances,3,Pack
1137,2023-09-08,Arkose Lyon,1 séance plein tarif,1,Unité
1138,2023-10-01,Arkose Lyon,Pack 10 séances,2,Pack
1138,2023-12-02,Arkose Paris,Pack 10 séances,1,Pack
1138,2023-10-03,Arkose Paris,Abonnement mensuel,1,Abonnement
1138,2023-11-07,Arkose Lyon,Pack 10 séances,1,Pack
1138,2023-12-11,Arkose Paris,1 séance plein tarif,1,Unité
1138,2023-09-11,Arkose Paris,Abonnement mensuel,1,Abonnement
1138,2023-12-29,Arkose Lyon,Abonnement mensuel,1,Abonnement
1138,2023-09-21,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1139,2023-09-20,Arkose Paris,1 séance plein tarif,1,Unité
1139,2023-09-17,Arkose Bordeaux,1 séance plein tarif,2,Unité
1139,2023-11-08,Arkose Lyon,Pack 10 séances,2,Pack
1139,2023-10-23,Arkose Bordeaux,Pack 10 séances,1,Pack
1139,2023-12-29,Arkose Paris,Abonnement mensuel,2,Abonnement
1139,2023-11-30,Arkose Lyon,Abonnement mensuel,1,Abonnement
1139,2023-10-24,Arkose Paris,Abonnement mensuel,2,Abonnement
1139,2023-10-06,Arkose Paris,Abonnement mensuel,2,Abonnement
1139,2023-10-17,Arkose Lyon,Pack 10 séances,2,Pack
1139,2023-10-13,Arkose Bordeaux,1 séance plein tarif,1,Unité
1139,2023-09-26,Arkose Paris,1 séance plein tarif,1,Unité
1139,2023-09-18,Arkose Lyon,Abonnement mensuel,2,Abonnement
1140,2023-11-11,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1141,2023-03-10,Arkose Paris,1 séance plein tarif,1,Unité
1141,2022-11-17,Arkose Paris,Abonnement mensuel,1,Abonnement
1141,2022-07-15,Arkose Lyon,Abonnement mensuel,1,Abonnement
1142,2023-09-25,Arkose Paris,Pack 10 séances,3,Pack
1142,2023-12-04,Arkose Lyon,Pack 10 séances,2,Pack
1142,2023-12-03,Arkose Paris,Abonnement mensuel,1,Abonnement
1142,2023-12-19,Arkose Lyon,1 séance plein tarif,3,Unité
1142,2023-10-27,Arkose Lyon,Abonnement mensuel,1,Abonnement
1142,2023-11-28,Arkose Lyon,Abonnement mensuel,2,Abonnement
1142,2023-10-24,Arkose Paris,1 séance plein tarif,1,Unité
1142,2023-11-10,Arkose Paris,Pack 10 séances,1,Pack
1142,2023-12-07,Arkose Lyon,1 séance plein tarif,3,Unité
1142,2023-11-20,Arkose Paris,1 séance plein tarif,3,Unité
1142,2023-11-10,Arkose Paris,Abonnement mensuel,1,Abonnement
1143,2023-12-17,Arkose Paris,Pack 10 séances,1,Pack
1143,2023-10-13,Arkose Lyon,1 séance plein tarif,2,Unité
1143,2023-10-10,Arkose Lyon,Abonnement mensuel,1,Abonnement
1143,2023-10-11,Arkose Paris,Pack 10 séances,1,Pack
1143,2023-12-07,Arkose Paris,Abonnement mensuel,3,Abonnement
1143,2023-09-27,Arkose Paris,Abonnement mensuel,1,Abonnement
1143,2023-11-06,Arkose Lyon,Pack 10 séances,2,Pack
1143,2023-10-14,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1143,2023-12-07,Arkose Lyon,Pack 10 séances,1,Pack
1143,2023-09-27,Arkose Bordeaux,1 séance plein tarif,2,Unité
1143,2023-12-01,Arkose Lyon,1 séance plein tarif,2,Unité
1143,2023-11-02,Arkose Paris,Pack 10 séances,1,Pack
1143,2023-10-23,Arkose Bordeaux,Pack 10 séances,1,Pack
1144,2023-10-20,Arkose Bordeaux,Pack 10 séances,1,Pack
1144,2023-10-18,Arkose Lyon,Pack 10 séances,1,Pack
1144,2023-12-06,Arkose Lyon,Abonnement mensuel,1,Abonnement
1144,2023-11-05,Arkose Paris,Abonnement mensuel,2,Abonnement
1144,2023-12-18,Arkose Paris,Pack 10 séances,1,Pack
1144,2023-10-04,Arkose Paris,Abonnement mensuel,1,Abonnement
1144,2023-11-20,Arkose Paris,Abonnement mensuel,1,Abonnement
1144,2023-09-14,Arkose Paris,Abonnement mensuel,3,Abonnement
1145,2023-11-01,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1145,2023-11-13,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1145,2023-12-12,Arkose Paris,Abonnement mensuel,1,Abonnement
1145,2023-12-16,Arkose Paris,Abonnement mensuel,3,Abonnement
1145,2023-10-12,Arkose Paris,1 séance plein tarif,1,Unité
1145,2023-12-29,Arkose Bordeaux,Pack 10 séances,1,Pack
1145,2023-09-17,Arkose Paris,Abonnement mensuel,1,Abonnement
1145,2023-10-02,Arkose Paris,Pack 10 séances,3,Pack
1146,2023-07-12,Arkose Bordeaux,Pack 10 séances,1,Pack
1146,2023-03-10,Arkose Lyon,Abonnement mensuel,1,Abonnement
1146,2023-07-02,Arkose Paris,Pack 10 séances,2,Pack
1146,2023-06-16,Arkose Lyon,1 séance plein tarif,1,Unité
1146,2023-06-27,Arkose Lyon,Pack 10 séances,1,Pack
1147,2023-10-22,Arkose Lyon,Abonnement mensuel,1,Abonnement
1147,2023-10-14,Arkose Lyon,Abonnement mensuel,1,Abonnement
1147,2023-10-16,Arkose Paris,Pack 10 séances,1,Pack
1147,2023-10-31,Arkose Paris,Pack 10 séances,1,Pack
1147,2023-12-31,Arkose Paris,Pack 10 séances,2,Pack
1147,2023-11-19,Arkose Lyon,Pack 10 séances,1,Pack
1147,2023-09-16,Arkose Paris,Abonnement mensuel,1,Abonnement
1147,2023-10-28,Arkose Paris,Abonnement mensuel,1,Abonnement
1147,2023-10-13,Arkose Bordeaux,Pack 10 séances,1,Pack
1148,2023-07-03,Arkose Lyon,1 séance plein tarif,3,Unité
1148,2023-01-28,Arkose Paris,Pack 10 séances,1,Pack
1148,2023-06-24,Arkose Paris,Abonnement mensuel,2,Abonnement
1149,2023-11-12,Arkose Paris,Pack 10 séances,1,Pack
1149,2023-10-10,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1149,2023-10-25,Arkose Paris,Pack 10 séances,1,Pack
1149,2023-12-10,Arkose Lyon,Abonnement mensuel,1,Abonnement
1149,2023-12-16,Arkose Lyon,Pack 10 séances,2,Pack
1149,2023-09-18,Arkose Lyon,Pack 10 séances,3,Pack
1149,2023-12-19,Arkose Lyon,Abonnement mensuel,1,Abonnement
1149,2023-11-29,Arkose Paris,Pack 10 séances,1,Pack
1150,2024-01-01,Arkose Lyon,Pack 10 séances,1,Pack
1150,2023-09-18,Arkose Lyon,1 séance plein tarif,1,Unité
1150,2023-12-14,Arkose Bordeaux,1 séance plein tarif,1,Unité
1150,2023-12-25,Arkose Paris,Pack 10 séances,1,Pack
1150,2023-12-21,Arkose Paris,Pack 10 séances,1,Pack
1150,2023-11-10,Arkose Lyon,1 séance plein tarif,1,Unité
1150,2023-11-27,Arkose Paris,Pack 10 séances,1,Pack
1150,2023-11-09,Arkose Lyon,1 séance plein tarif,1,Unité
1150,2023-09-30,Arkose Bordeaux,1 séance plein tarif,1,Unité
1150,2024-01-01,Arkose Lyon,1 séance plein tarif,2,Unité
1151,2023-09-05,Arkose Paris,Abonnement mensuel,1,Abonnement
1151,2023-11-25,Arkose Paris,Abonnement mensuel,3,Abonnement
1151,2023-09-04,Arkose Paris,Abonnement mensuel,1,Abonnement
1151,2023-11-30,Arkose Paris,Abonnement mensuel,1,Abonnement
1151,2023-09-28,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1151,2023-11-11,Arkose Paris,1 séance plein tarif,1,Unité
1151,2023-12-10,Arkose Paris,Abonnement mensuel,2,Abonnement
1151,2023-10-01,Arkose Lyon,Pack 10 séances,3,Pack
1151,2023-12-31,Arkose Paris,Pack 10 séances,1,Pack
1152,2023-05-01,Arkose Lyon,Abonnement mensuel,1,Abonnement
1152,2023-12-03,Arkose Paris,Abonnement mensuel,2,Abonnement
1152,2023-08-16,Arkose Bordeaux,Pack 10 séances,1,Pack
1152,2023-12-20,Arkose Lyon,Abonnement mensuel,1,Abonnement
1152,2023-05-18,Arkose Paris,Abonnement mensuel,1,Abonnement
1153,2023-12-09,Arkose Paris,Abonnement mensuel,1,Abonnement
1153,2023-09-12,Arkose Lyon,Pack 10 séances,1,Pack
1153,2023-12-04,Arkose Paris,Pack 10 séances,1,Pack
1153,2023-10-18,Arkose Bordeaux,Pack 10 séances,1,Pack
1153,2023-09-23,Arkose Lyon,Abonnement mensuel,1,Abonnement
1153,2023-12-07,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1153,2023-11-03,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1153,2023-10-19,Arkose Bordeaux,Pack 10 séances,1,Pack
1153,2023-11-13,Arkose Bordeaux,Pack 10 séances,1,Pack
1153,2023-12-05,Arkose Lyon,Abonnement mensuel,1,Abonnement
1153,2023-10-09,Arkose Paris,Abonnement mensuel,1,Abonnement
1154,2023-05-26,Arkose Paris,Abonnement mensuel,1,Abonnement
1154,2022-09-02,Arkose Paris,Abonnement mensuel,1,Abonnement
1154,2023-06-27,Arkose Bordeaux,1 séance plein tarif,2,Unité
1155,2023-12-21,Arkose Paris,Abonnement mensuel,1,Abonnement
1155,2023-12-24,Arkose Lyon,1 séance plein tarif,1,Unité
1155,2023-11-07,Arkose Paris,1 séance plein tarif,1,Unité
1155,2023-09-21,Arkose Bordeaux,Pack 10 séances,1,Pack
1155,2023-11-21,Arkose Paris,Pack 10 séances,1,Pack
